90034408	90034408	0	0
90025491	90025491	0	0
90033609	90033609	0	0
90034356	90034356	0	0
90006390	90006390	0	0
90005583	90005583	0	0
90011667	90011667	0	0
90010780	90010780	0	0
90008458	90008458	0	0
90030781	90030781	0	0
93000045	93000045	0	0
90012485	90012485	0	0
90031260	90031260	0	0
90000716	90000716	0	0
90004751	90004751	0	0
90025480	90025480	0	0
90005652	90005652	0	0
90000013	90000013	0	0
90010771	90010771	0	0
90100211	90100211	0	0
90010416	90010416	0	0
90020132	90020132	0	0
90034015	90034015	0	0
90034357	90034357	0	0
90003833	90003833	0	0
90002131	90002131	0	0
90011668	90011668	0	0
90032613	90032613	0	0
90033503	90033503	0	0
90025113	90025113	0	0
90007141	90007141	0	0
90100884	90100884	0	0
90012721	90012721	0	0
90040299	90040299	0	0
90012491	90012491	0	0
90004758	90004758	0	0
90010654	90010654	0	0
90000136	90000136	0	0
90100036	90100036	0	0
90007583	90007583	0	0
90100449	90100449	0	0
90032594	90032594	0	0
90034358	90034358	0	0
90002470	90002470	0	0
90011669	90011669	0	0
90032614	90032614	0	0
90034455	90034455	0	0
90000710	90000710	0	0
90002947	90002947	0	0
90005136	90005136	0	0
90033148	90033148	0	0
90003722	90003722	0	0
90032231	90032231	0	0
90011841	90011841	0	0
90006880	90006880	0	0
90002833	90002833	0	0
90008959	90008959	0	0
90100838	90100838	0	0
90100450	90100450	0	0
90034697	90034697	0	0
90100222	90100222	0	0
90000151	90000151	0	0
90032622	90032622	0	0
90034359	90034359	0	0
90034372	90034372	0	0
90002497	90002497	0	0
90011670	90011670	0	0
90032346	90032346	0	0
90410362	90410362	0	0
90034043	90034043	0	0
90032508	90032508	0	0
90040178	90040178	0	0
90009220	90009220	0	0
90003392	90003392	0	0
90031675	90031675	0	0
90030758	90030758	0	0
90010424	90010424	0	0
90001071	90001071	0	0
90007327	90007327	0	0
90030008	90030008	0	0
90032962	90032962	0	0
94000010	94000010	0	0
90002312	90002312	0	0
93000059	93000059	0	0
90500265	90500265	0	0
90032347	90032347	0	0
90410372	90410372	0	0
90034056	90034056	0	0
90032438	90032438	0	0
90033208	90033208	0	0
90032509	90032509	0	0
90008436	90008436	0	0
90040179	90040179	0	0
90033831	90033831	0	0
90009556	90009556	0	0
90011565	90011565	0	0
90012679	90012679	0	0
90031676	90031676	0	0
90007129	90007129	0	0
90012063	90012063	0	0
90033758	90033758	0	0
90034411	90034411	0	0
90100233	90100233	0	0
90009831	90009831	0	0
90032624	90032624	0	0
90000103	90000103	0	0
90010502	90010502	0	0
90010483	90010483	0	0
90500266	90500266	0	0
90032348	90032348	0	0
90003495	90003495	0	0
90034283	90034283	0	0
90033241	90033241	0	0
90001620	90001620	0	0
90007164	90007164	0	0
90010305	90010305	0	0
90004912	90004912	0	0
90020143	90020143	0	0
90009073	90009073	0	0
90034040	90034040	0	0
90000813	90000813	0	0
90004629	90004629	0	0
90030769	90030769	0	0
90012064	90012064	0	0
90020157	90020157	0	0
90032625	90032625	0	0
90410389	90410389	0	0
90031326	90031326	0	0
90034409	90034409	0	0
90020160	90020160	0	0
90034469	90034469	0	0
90010300	90010300	0	0
90007010	90007010	0	0
90008285	90008285	0	0
90008425	90008425	0	0
90100535	90100535	0	0
90012065	90012065	0	0
90031336	90031336	0	0
90032018	90032018	0	0
90032626	90032626	0	0
90032478	90032478	0	0
90031344	90031344	0	0
90031327	90031327	0	0
90034410	90034410	0	0
90033657	90033657	0	0
90034470	90034470	0	0
90012510	90012510	0	0
90030231	90030231	0	0
90005939	90005939	0	0
90030219	90030219	0	0
90007015	90007015	0	0
90010425	90010425	0	0
90008732	90008732	0	0
90410390	90410390	0	0
90033106	90033106	0	0
90005147	90005147	0	0
90003762	90003762	0	0
90008464	90008464	0	0
90012790	90012790	0	0
90031413	90031413	0	0
90000721	90000721	0	0
90032627	90032627	0	0
90006951	90006951	0	0
90033714	90033714	0	0
90031347	90031347	0	0
90005974	90005974	0	0
90033192	90033192	0	0
90025536	90025536	0	0
90034471	90034471	0	0
90033658	90033658	0	0
90006522	90006522	0	0
90033691	90033691	0	0
90410396	90410396	0	0
90030155	90030155	0	0
90040236	90040236	0	0
90007302	90007302	0	0
90008459	90008459	0	0
90008482	90008482	0	0
90003085	90003085	0	0
90033738	90033738	0	0
90031557	90031557	0	0
90032630	90032630	0	0
90010020	90010020	0	0
90100009	90100009	0	0
90003810	90003810	0	0
90033154	90033154	0	0
90034476	90034476	0	0
90041200	90041200	0	0
90030998	90030998	0	0
90006565	90006565	0	0
90033539	90033539	0	0
90033692	90033692	0	0
90410395	90410395	0	0
90030157	90030157	0	0
90040243	90040243	0	0
90030871	90030871	0	0
90030712	90030712	0	0
90033739	90033739	0	0
90032631	90032631	0	0
90100010	90100010	0	0
90009063	90009063	0	0
90030745	90030745	0	0
90005979	90005979	0	0
90033824	90033824	0	0
90010420	90010420	0	0
90005505	90005505	0	0
90550005	90550005	0	0
90032799	90032799	0	0
90008434	90008434	0	0
90006441	90006441	0	0
90030770	90030770	0	0
90031296	90031296	0	0
90040247	90040247	0	0
90004605	90004605	0	0
90031106	90031106	0	0
90001716	90001716	0	0
90010677	90010677	0	0
90040201	90040201	0	0
90032633	90032633	0	0
90500089	90500089	0	0
90003391	90003391	0	0
90031625	90031625	0	0
90032533	90032533	0	0
90002110	90002110	0	0
90005510	90005510	0	0
90006568	90006568	0	0
90033371	90033371	0	0
90032918	90032918	0	0
90008461	90008461	0	0
90010415	90010415	0	0
90034021	90034021	0	0
90410393	90410393	0	0
90034205	90034205	0	0
90012154	90012154	0	0
90040248	90040248	0	0
90010503	90010503	0	0
90031909	90031909	0	0
90000021	90000021	0	0
90002179	90002179	0	0
90025081	90025081	0	0
90030306	90030306	0	0
94000082	94000082	0	0
90008647	90008647	0	0
90032629	90032629	0	0
90003694	90003694	0	0
90034324	90034324	0	0
90033408	90033408	0	0
90410337	90410337	0	0
90034739	90034739	0	0
90008472	90008472	0	0
90032920	90032920	0	0
90100437	90100437	0	0
90006527	90006527	0	0
90410394	90410394	0	0
90020223	90020223	0	0
90010958	90010958	0	0
90003338	90003338	0	0
90031467	90031467	0	0
90001980	90001980	0	0
90030045	90030045	0	0
90034326	90034326	0	0
90031993	90031993	0	0
90010678	90010678	0	0
90010495	90010495	0	0
90033167	90033167	0	0
90005885	90005885	0	0
90003784	90003784	0	0
90032634	90032634	0	0
90034454	90034454	0	0
90034310	90034310	0	0
90033074	90033074	0	0
90032924	90032924	0	0
90004622	90004622	0	0
90011496	90011496	0	0
90410388	90410388	0	0
90025433	90025433	0	0
90031468	90031468	0	0
90001700	90001700	0	0
90040249	90040249	0	0
90030912	90030912	0	0
90100718	90100718	0	0
90008691	90008691	0	0
90410133	90410133	0	0
90012792	90012792	0	0
90012107	90012107	0	0
90012584	90012584	0	0
90032959	90032959	0	0
90030196	90030196	0	0
90001717	90001717	0	0
90001896	90001896	0	0
90003787	90003787	0	0
90002879	90002879	0	0
90033583	90033583	0	0
90032921	90032921	0	0
90006112	90006112	0	0
90041065	90041065	0	0
90031469	90031469	0	0
90000778	90000778	0	0
90030911	90030911	0	0
90012619	90012619	0	0
90001041	90001041	0	0
90500094	90500094	0	0
90004686	90004686	0	0
90008821	90008821	0	0
90000122	90000122	0	0
90006976	90006976	0	0
90032960	90032960	0	0
90004940	90004940	0	0
90006533	90006533	0	0
90005241	90005241	0	0
90034609	90034609	0	0
90032192	90032192	0	0
90003554	90003554	0	0
90100878	90100878	0	0
90033366	90033366	0	0
90032922	90032922	0	0
90034485	90034485	0	0
90041075	90041075	0	0
90006463	90006463	0	0
90031473	90031473	0	0
90005359	90005359	0	0
90031386	90031386	0	0
90010397	90010397	0	0
90010479	90010479	0	0
90025493	90025493	0	0
90410139	90410139	0	0
90005564	90005564	0	0
93000079	93000079	0	0
90032956	90032956	0	0
90003752	90003752	0	0
90012819	90012819	0	0
90006539	90006539	0	0
90001561	90001561	0	0
90011807	90011807	0	0
90030159	90030159	0	0
90034023	90034023	0	0
90031107	90031107	0	0
90100312	90100312	0	0
90032923	90032923	0	0
90041066	90041066	0	0
90001923	90001923	0	0
90031205	90031205	0	0
90100522	90100522	0	0
90033550	90033550	0	0
90100438	90100438	0	0
90025535	90025535	0	0
90410148	90410148	0	0
90005565	90005565	0	0
90002866	90002866	0	0
90031201	90031201	0	0
90030664	90030664	0	0
90011417	90011417	0	0
90005528	90005528	0	0
90025150	90025150	0	0
90025700	90025700	0	0
90003557	90003557	0	0
90010956	90010956	0	0
90032953	90032953	0	0
90030009	90030009	0	0
90041222	90041222	0	0
90032747	90032747	0	0
90033664	90033664	0	0
90041069	90041069	0	0
90002464	90002464	0	0
90033551	90033551	0	0
90005200	90005200	0	0
90100434	90100434	0	0
90410149	90410149	0	0
90025362	90025362	0	0
90012314	90012314	0	0
90031202	90031202	0	0
90011974	90011974	0	0
90025151	90025151	0	0
90005343	90005343	0	0
90032954	90032954	0	0
90030158	90030158	0	0
90041070	90041070	0	0
90002501	90002501	0	0
90034300	90034300	0	0
90000877	90000877	0	0
90033365	90033365	0	0
90032925	90032925	0	0
90100440	90100440	0	0
90500095	90500095	0	0
90000741	90000741	0	0
90005739	90005739	0	0
